,Delta,L,l_a,alpha,beta,gamma,phi,H_b,H_a/H_b,N_aqt,Mud/Total,l_conf,N_pal,s_pal,l_tra,t_max,N_chan,l_sal,Kaqf_type,Kaqt_type,Recharge,riv_c,n,Anisotropy,Kaqf,index,Kaqt
96,Burdekin,160.0,0.25,0.0005,0.0006666666666666666,0.016,0.8248208831947746,100,0.1,2.0,0.6,1.0,2.0,0.6,1.0,10000.0,2,0.0,mid_0,min,0.000254642481794772,51.262046943365384,0.3,1.0,44.721359549995796,63,2.5e-08
97,Burdekin,160.0,0.25,0.0005,0.0006666666666666666,0.016,0.8248208831947746,100,0.1,2.0,0.6,1.0,2.0,0.6,1.0,10000.0,2,0.0,mid_0,max,0.000254642481794772,51.262046943365384,0.3,1.0,44.721359549995796,63,1.0
98,Burdekin,160.0,0.25,0.0005,0.0006666666666666666,0.016,0.8248208831947746,100,0.1,2.0,0.6,1.0,2.0,0.6,1.0,10000.0,2,0.0,mid_0,mid_0,0.000254642481794772,51.262046943365384,0.3,1.0,44.721359549995796,63,0.00015811388300841894
99,Fraser,27.5,0.7272727272727273,6e-05,0.0026666666666666666,0.105,1.1171986306871249,300,0.6666666666666666,1.0,0.6,1.0,1.0,0.6,1.0,10000.0,2,0.0,min,min,0.00047420966668552413,51.262046943365384,0.35,10.0,0.0864,4,8.64e-06
100,Fraser,27.5,0.7272727272727273,6e-05,0.0026666666666666666,0.105,1.1171986306871249,300,0.6666666666666666,1.0,0.6,1.0,1.0,0.6,1.0,10000.0,2,0.0,min,max,0.00047420966668552413,51.262046943365384,0.35,10.0,0.0864,4,0.00864
101,Fraser,27.5,0.7272727272727273,6e-05,0.0026666666666666666,0.105,1.1171986306871249,300,0.6666666666666666,1.0,0.6,1.0,1.0,0.6,1.0,10000.0,2,0.0,min,mid_0,0.00047420966668552413,51.262046943365384,0.35,10.0,0.0864,4,0.00027322078983854794
102,Fraser,27.5,0.7272727272727273,6e-05,0.0026666666666666666,0.105,1.1171986306871249,300,0.6666666666666666,1.0,0.6,1.0,1.0,0.6,1.0,10000.0,2,0.0,max,min,0.00047420966668552413,51.262046943365384,0.35,10.0,43.2,35,8.64e-06
103,Fraser,27.5,0.7272727272727273,6e-05,0.0026666666666666666,0.105,1.1171986306871249,300,0.6666666666666666,1.0,0.6,1.0,1.0,0.6,1.0,10000.0,2,0.0,max,max,0.00047420966668552413,51.262046943365384,0.35,10.0,43.2,35,0.00864
104,Fraser,27.5,0.7272727272727273,6e-05,0.0026666666666666666,0.105,1.1171986306871249,300,0.6666666666666666,1.0,0.6,1.0,1.0,0.6,1.0,10000.0,2,0.0,max,mid_0,0.00047420966668552413,51.262046943365384,0.35,10.0,43.2,35,0.00027322078983854794
105,Fraser,27.5,0.7272727272727273,6e-05,0.0026666666666666666,0.105,1.1171986306871249,300,0.6666666666666666,1.0,0.6,1.0,1.0,0.6,1.0,10000.0,2,0.0,mid_0,min,0.00047420966668552413,51.262046943365384,0.35,10.0,1.9319627325598188,66,8.64e-06
106,Fraser,27.5,0.7272727272727273,6e-05,0.0026666666666666666,0.105,1.1171986306871249,300,0.6666666666666666,1.0,0.6,1.0,1.0,0.6,1.0,10000.0,2,0.0,mid_0,max,0.00047420966668552413,51.262046943365384,0.35,10.0,1.9319627325598188,66,0.00864
107,Fraser,27.5,0.7272727272727273,6e-05,0.0026666666666666666,0.105,1.1171986306871249,300,0.6666666666666666,1.0,0.6,1.0,1.0,0.6,1.0,10000.0,2,0.0,mid_0,mid_0,0.00047420966668552413,51.262046943365384,0.35,10.0,1.9319627325598188,66,0.00027322078983854794
108,Llobregat,16.0,0.9375,0.0006666666666666666,0.001,0.028,1.0808390005411683,50,0.4,1.0,0.9,0.5,1.0,0.6,0.9,10900.0,1,0.0,min,min,0.0009380831519646864,51.262046943365384,0.2,10.0,0.27,13,2.5e-08
109,Llobregat,16.0,0.9375,0.0006666666666666666,0.001,0.028,1.0808390005411683,50,0.4,1.0,0.9,0.5,1.0,0.6,0.9,10900.0,1,0.0,min,max,0.0009380831519646864,51.262046943365384,0.2,10.0,0.27,13,0.011
110,Llobregat,16.0,0.9375,0.0006666666666666666,0.001,0.028,1.0808390005411683,50,0.4,1.0,0.9,0.5,1.0,0.6,0.9,10900.0,1,0.0,min,mid_0,0.0009380831519646864,51.262046943365384,0.2,10.0,0.27,13,1.6583123951777004e-05
111,Llobregat,16.0,0.9375,0.0006666666666666666,0.001,0.028,1.0808390005411683,50,0.4,1.0,0.9,0.5,1.0,0.6,0.9,10900.0,1,0.0,max,min,0.0009380831519646864,51.262046943365384,0.2,10.0,1035.9,44,2.5e-08
112,Llobregat,16.0,0.9375,0.0006666666666666666,0.001,0.028,1.0808390005411683,50,0.4,1.0,0.9,0.5,1.0,0.6,0.9,10900.0,1,0.0,max,max,0.0009380831519646864,51.262046943365384,0.2,10.0,1035.9,44,0.011
113,Llobregat,16.0,0.9375,0.0006666666666666666,0.001,0.028,1.0808390005411683,50,0.4,1.0,0.9,0.5,1.0,0.6,0.9,10900.0,1,0.0,max,mid_0,0.0009380831519646864,51.262046943365384,0.2,10.0,1035.9,44,1.6583123951777004e-05
114,Llobregat,16.0,0.9375,0.0006666666666666666,0.001,0.028,1.0808390005411683,50,0.4,1.0,0.9,0.5,1.0,0.6,0.9,10900.0,1,0.0,mid_0,min,0.0009380831519646864,51.262046943365384,0.2,10.0,16.72402463523658,75,2.5e-08
115,Llobregat,16.0,0.9375,0.0006666666666666666,0.001,0.028,1.0808390005411683,50,0.4,1.0,0.9,0.5,1.0,0.6,0.9,10900.0,1,0.0,mid_0,max,0.0009380831519646864,51.262046943365384,0.2,10.0,16.72402463523658,75,0.011
116,Llobregat,16.0,0.9375,0.0006666666666666666,0.001,0.028,1.0808390005411683,50,0.4,1.0,0.9,0.5,1.0,0.6,0.9,10900.0,1,0.0,mid_0,mid_0,0.0009380831519646864,51.262046943365384,0.2,10.0,16.72402463523658,75,1.6583123951777004e-05
117,Jakarta,1250.0,0.04,0.004,5e-05,0.03,0.9272952180016122,200,0.25,4.0,0.4,0.5,2.0,0.6,0.33783783783783783,6500.0,6,0.0,min,min,0.0002898275349237889,51.262046943365384,0.25,10.0,0.8640000000000001,10,0.00864
118,Jakarta,1250.0,0.04,0.004,5e-05,0.03,0.9272952180016122,200,0.25,4.0,0.4,0.5,2.0,0.6,0.33783783783783783,6500.0,6,0.0,min,max,0.0002898275349237889,51.262046943365384,0.25,10.0,0.8640000000000001,10,0.00864
119,Jakarta,1250.0,0.04,0.004,5e-05,0.03,0.9272952180016122,200,0.25,4.0,0.4,0.5,2.0,0.6,0.33783783783783783,6500.0,6,0.0,min,mid_0,0.0002898275349237889,51.262046943365384,0.25,10.0,0.8640000000000001,10,0.008639999999999998
120,Jakarta,1250.0,0.04,0.004,5e-05,0.03,0.9272952180016122,200,0.25,4.0,0.4,0.5,2.0,0.6,0.33783783783783783,6500.0,6,0.0,max,min,0.0002898275349237889,51.262046943365384,0.25,10.0,0.8640000000000001,41,0.00864
121,Jakarta,1250.0,0.04,0.004,5e-05,0.03,0.9272952180016122,200,0.25,4.0,0.4,0.5,2.0,0.6,0.33783783783783783,6500.0,6,0.0,max,max,0.0002898275349237889,51.262046943365384,0.25,10.0,0.8640000000000001,41,0.00864
122,Jakarta,1250.0,0.04,0.004,5e-05,0.03,0.9272952180016122,200,0.25,4.0,0.4,0.5,2.0,0.6,0.33783783783783783,6500.0,6,0.0,max,mid_0,0.0002898275349237889,51.262046943365384,0.25,10.0,0.8640000000000001,41,0.008639999999999998
123,Jakarta,1250.0,0.04,0.004,5e-05,0.03,0.9272952180016122,200,0.25,4.0,0.4,0.5,2.0,0.6,0.33783783783783783,6500.0,6,0.0,mid_0,min,0.0002898275349237889,51.262046943365384,0.25,10.0,0.8640000000000001,72,0.00864
124,Jakarta,1250.0,0.04,0.004,5e-05,0.03,0.9272952180016122,200,0.25,4.0,0.4,0.5,2.0,0.6,0.33783783783783783,6500.0,6,0.0,mid_0,max,0.0002898275349237889,51.262046943365384,0.25,10.0,0.8640000000000001,72,0.00864
125,Jakarta,1250.0,0.04,0.004,5e-05,0.03,0.9272952180016122,200,0.25,4.0,0.4,0.5,2.0,0.6,0.33783783783783783,6500.0,6,0.0,mid_0,mid_0,0.0002898275349237889,51.262046943365384,0.25,10.0,0.8640000000000001,72,0.008639999999999998
126,Doñana,110.0,0.5454545454545454,0.0025,0.002,0.025,1.0561488968527193,250,0.1,0.0,0.2,0.7,2.0,0.6,1.0,6900.0,2,0.0,min,min,0.0,51.262046943365384,0.25,5.477225575051661,3.0,7,0.3333333333333333
127,Doñana,110.0,0.5454545454545454,0.0025,0.002,0.025,1.0561488968527193,250,0.1,0.0,0.2,0.7,2.0,0.6,1.0,6900.0,2,0.0,min,max,0.0,51.262046943365384,0.25,5.477225575051661,3.0,7,0.3333333333333333
128,Doñana,110.0,0.5454545454545454,0.0025,0.002,0.025,1.0561488968527193,250,0.1,0.0,0.2,0.7,2.0,0.6,1.0,6900.0,2,0.0,min,mid_0,0.0,51.262046943365384,0.25,5.477225575051661,3.0,7,0.3333333333333333
129,Doñana,110.0,0.5454545454545454,0.0025,0.002,0.025,1.0561488968527193,250,0.1,0.0,0.2,0.7,2.0,0.6,1.0,6900.0,2,0.0,max,min,0.0,51.262046943365384,0.25,5.477225575051661,245.0,38,0.3333333333333333
130,Doñana,110.0,0.5454545454545454,0.0025,0.002,0.025,1.0561488968527193,250,0.1,0.0,0.2,0.7,2.0,0.6,1.0,6900.0,2,0.0,max,max,0.0,51.262046943365384,0.25,5.477225575051661,245.0,38,0.3333333333333333
131,Doñana,110.0,0.5454545454545454,0.0025,0.002,0.025,1.0561488968527193,250,0.1,0.0,0.2,0.7,2.0,0.6,1.0,6900.0,2,0.0,max,mid_0,0.0,51.262046943365384,0.25,5.477225575051661,245.0,38,0.3333333333333333
132,Doñana,110.0,0.5454545454545454,0.0025,0.002,0.025,1.0561488968527193,250,0.1,0.0,0.2,0.7,2.0,0.6,1.0,6900.0,2,0.0,mid_0,min,0.0,51.262046943365384,0.25,5.477225575051661,27.110883423451927,69,0.3333333333333333
133,Doñana,110.0,0.5454545454545454,0.0025,0.002,0.025,1.0561488968527193,250,0.1,0.0,0.2,0.7,2.0,0.6,1.0,6900.0,2,0.0,mid_0,max,0.0,51.262046943365384,0.25,5.477225575051661,27.110883423451927,69,0.3333333333333333
134,Doñana,110.0,0.5454545454545454,0.0025,0.002,0.025,1.0561488968527193,250,0.1,0.0,0.2,0.7,2.0,0.6,1.0,6900.0,2,0.0,mid_0,mid_0,0.0,51.262046943365384,0.25,5.477225575051661,27.110883423451927,69,0.3333333333333333
135,Mahanadi,110.0,0.5454545454545454,0.0001,0.001,0.022,0.7895822393995231,105,0.38095238095238093,1.0,0.5,1.0,2.0,0.6,0.5,6000.0,5,0.0,min,min,0.0007612913506434751,51.262046943365384,0.25,10.0,8.3,14,0.003
136,Mahanadi,110.0,0.5454545454545454,0.0001,0.001,0.022,0.7895822393995231,105,0.38095238095238093,1.0,0.5,1.0,2.0,0.6,0.5,6000.0,5,0.0,min,max,0.0007612913506434751,51.262046943365384,0.25,10.0,8.3,14,0.008
137,Mahanadi,110.0,0.5454545454545454,0.0001,0.001,0.022,0.7895822393995231,105,0.38095238095238093,1.0,0.5,1.0,2.0,0.6,0.5,6000.0,5,0.0,min,mid_0,0.0007612913506434751,51.262046943365384,0.25,10.0,8.3,14,0.004898979485566358
138,Mahanadi,110.0,0.5454545454545454,0.0001,0.001,0.022,0.7895822393995231,105,0.38095238095238093,1.0,0.5,1.0,2.0,0.6,0.5,6000.0,5,0.0,max,min,0.0007612913506434751,51.262046943365384,0.25,10.0,85.0,45,0.003
139,Mahanadi,110.0,0.5454545454545454,0.0001,0.001,0.022,0.7895822393995231,105,0.38095238095238093,1.0,0.5,1.0,2.0,0.6,0.5,6000.0,5,0.0,max,max,0.0007612913506434751,51.262046943365384,0.25,10.0,85.0,45,0.008
140,Mahanadi,110.0,0.5454545454545454,0.0001,0.001,0.022,0.7895822393995231,105,0.38095238095238093,1.0,0.5,1.0,2.0,0.6,0.5,6000.0,5,0.0,max,mid_0,0.0007612913506434751,51.262046943365384,0.25,10.0,85.0,45,0.004898979485566358
141,Mahanadi,110.0,0.5454545454545454,0.0001,0.001,0.022,0.7895822393995231,105,0.38095238095238093,1.0,0.5,1.0,2.0,0.6,0.5,6000.0,5,0.0,mid_0,min,0.0007612913506434751,51.262046943365384,0.25,10.0,26.56124997058685,76,0.003
142,Mahanadi,110.0,0.5454545454545454,0.0001,0.001,0.022,0.7895822393995231,105,0.38095238095238093,1.0,0.5,1.0,2.0,0.6,0.5,6000.0,5,0.0,mid_0,max,0.0007612913506434751,51.262046943365384,0.25,10.0,26.56124997058685,76,0.008
143,Mahanadi,110.0,0.5454545454545454,0.0001,0.001,0.022,0.7895822393995231,105,0.38095238095238093,1.0,0.5,1.0,2.0,0.6,0.5,6000.0,5,0.0,mid_0,mid_0,0.0007612913506434751,51.262046943365384,0.25,10.0,26.56124997058685,76,0.004898979485566358
144,Vistula,1550.0,0.03225806451612903,2e-05,0.00013333333333333334,0.016428571428571428,0.9272952180016122,120,0.4444444444444444,1.0,0.5,0.9,1.0,0.6,0.0,0.0,2,0.0,min,min,0.0002985020960497765,2.2821773229381925,0.25,10.0,5.8,27,0.0016
145,Vistula,1550.0,0.03225806451612903,2e-05,0.00013333333333333334,0.016428571428571428,0.9272952180016122,120,0.4444444444444444,1.0,0.5,0.9,1.0,0.6,0.0,0.0,2,0.0,min,max,0.0002985020960497765,2.2821773229381925,0.25,10.0,5.8,27,0.0086
146,Vistula,1550.0,0.03225806451612903,2e-05,0.00013333333333333334,0.016428571428571428,0.9272952180016122,120,0.4444444444444444,1.0,0.5,0.9,1.0,0.6,0.0,0.0,2,0.0,min,mid_0,0.0002985020960497765,2.2821773229381925,0.25,10.0,5.8,27,0.003709447398198285
147,Vistula,1550.0,0.03225806451612903,2e-05,0.00013333333333333334,0.016428571428571428,0.9272952180016122,120,0.4444444444444444,1.0,0.5,0.9,1.0,0.6,0.0,0.0,2,0.0,max,min,0.0002985020960497765,2.2821773229381925,0.25,10.0,168.0,58,0.0016
148,Vistula,1550.0,0.03225806451612903,2e-05,0.00013333333333333334,0.016428571428571428,0.9272952180016122,120,0.4444444444444444,1.0,0.5,0.9,1.0,0.6,0.0,0.0,2,0.0,max,max,0.0002985020960497765,2.2821773229381925,0.25,10.0,168.0,58,0.0086
149,Vistula,1550.0,0.03225806451612903,2e-05,0.00013333333333333334,0.016428571428571428,0.9272952180016122,120,0.4444444444444444,1.0,0.5,0.9,1.0,0.6,0.0,0.0,2,0.0,max,mid_0,0.0002985020960497765,2.2821773229381925,0.25,10.0,168.0,58,0.003709447398198285
150,Vistula,1550.0,0.03225806451612903,2e-05,0.00013333333333333334,0.016428571428571428,0.9272952180016122,120,0.4444444444444444,1.0,0.5,0.9,1.0,0.6,0.0,0.0,2,0.0,mid_0,min,0.0002985020960497765,2.2821773229381925,0.25,10.0,31.215380824202676,89,0.0016
151,Vistula,1550.0,0.03225806451612903,2e-05,0.00013333333333333334,0.016428571428571428,0.9272952180016122,120,0.4444444444444444,1.0,0.5,0.9,1.0,0.6,0.0,0.0,2,0.0,mid_0,max,0.0002985020960497765,2.2821773229381925,0.25,10.0,31.215380824202676,89,0.0086
152,Vistula,1550.0,0.03225806451612903,2e-05,0.00013333333333333334,0.016428571428571428,0.9272952180016122,120,0.4444444444444444,1.0,0.5,0.9,1.0,0.6,0.0,0.0,2,0.0,mid_0,mid_0,0.0002985020960497765,2.2821773229381925,0.25,10.0,31.215380824202676,89,0.003709447398198285
153,Mekong,570.0,0.38596491228070173,3e-05,0.00042857142857142855,0.03,1.2870022175865687,500,0.5,8.0,0.4,1.0,2.0,0.6,1.0,8000.0,4,0.18181818181818182,min,min,0.0006349613428493688,51.262046943365384,0.25,3.0,0.5184,15,5.184e-06
154,Mekong,570.0,0.38596491228070173,3e-05,0.00042857142857142855,0.03,1.2870022175865687,500,0.5,8.0,0.4,1.0,2.0,0.6,1.0,8000.0,4,0.18181818181818182,min,max,0.0006349613428493688,51.262046943365384,0.25,3.0,0.5184,15,0.08639999999999999
155,Mekong,570.0,0.38596491228070173,3e-05,0.00042857142857142855,0.03,1.2870022175865687,500,0.5,8.0,0.4,1.0,2.0,0.6,1.0,8000.0,4,0.18181818181818182,min,mid_0,0.0006349613428493688,51.262046943365384,0.25,3.0,0.5184,15,0.0006692515222246416
156,Mekong,570.0,0.38596491228070173,3e-05,0.00042857142857142855,0.03,1.2870022175865687,500,0.5,8.0,0.4,1.0,2.0,0.6,1.0,8000.0,4,0.18181818181818182,max,min,0.0006349613428493688,51.262046943365384,0.25,3.0,67.5,46,5.184e-06
157,Mekong,570.0,0.38596491228070173,3e-05,0.00042857142857142855,0.03,1.2870022175865687,500,0.5,8.0,0.4,1.0,2.0,0.6,1.0,8000.0,4,0.18181818181818182,max,max,0.0006349613428493688,51.262046943365384,0.25,3.0,67.5,46,0.08639999999999999
158,Mekong,570.0,0.38596491228070173,3e-05,0.00042857142857142855,0.03,1.2870022175865687,500,0.5,8.0,0.4,1.0,2.0,0.6,1.0,8000.0,4,0.18181818181818182,max,mid_0,0.0006349613428493688,51.262046943365384,0.25,3.0,67.5,46,0.0006692515222246416
159,Mekong,570.0,0.38596491228070173,3e-05,0.00042857142857142855,0.03,1.2870022175865687,500,0.5,8.0,0.4,1.0,2.0,0.6,1.0,8000.0,4,0.18181818181818182,mid_0,min,0.0006349613428493688,51.262046943365384,0.25,3.0,5.915403621055791,77,5.184e-06
160,Mekong,570.0,0.38596491228070173,3e-05,0.00042857142857142855,0.03,1.2870022175865687,500,0.5,8.0,0.4,1.0,2.0,0.6,1.0,8000.0,4,0.18181818181818182,mid_0,max,0.0006349613428493688,51.262046943365384,0.25,3.0,5.915403621055791,77,0.08639999999999999
161,Mekong,570.0,0.38596491228070173,3e-05,0.00042857142857142855,0.03,1.2870022175865687,500,0.5,8.0,0.4,1.0,2.0,0.6,1.0,8000.0,4,0.18181818181818182,mid_0,mid_0,0.0006349613428493688,51.262046943365384,0.25,3.0,5.915403621055791,77,0.0006692515222246416
162,Volta,70.0,0.5714285714285714,0.00015,0.0013333333333333333,0.025,1.1171986306871249,300,0.0,2.0,0.8,0.0,2.0,0.6,0.2,5500.0,1,0.0,min,min,0.0004193472306320777,51.262046943365384,0.25,10.0,2.0,28,2.5e-08
163,Volta,70.0,0.5714285714285714,0.00015,0.0013333333333333333,0.025,1.1171986306871249,300,0.0,2.0,0.8,0.0,2.0,0.6,0.2,5500.0,1,0.0,min,max,0.0004193472306320777,51.262046943365384,0.25,10.0,2.0,28,1.0
164,Volta,70.0,0.5714285714285714,0.00015,0.0013333333333333333,0.025,1.1171986306871249,300,0.0,2.0,0.8,0.0,2.0,0.6,0.2,5500.0,1,0.0,min,mid_0,0.0004193472306320777,51.262046943365384,0.25,10.0,2.0,28,0.00015811388300841894
165,Volta,70.0,0.5714285714285714,0.00015,0.0013333333333333333,0.025,1.1171986306871249,300,0.0,2.0,0.8,0.0,2.0,0.6,0.2,5500.0,1,0.0,max,min,0.0004193472306320777,51.262046943365384,0.25,10.0,18.0,59,2.5e-08
166,Volta,70.0,0.5714285714285714,0.00015,0.0013333333333333333,0.025,1.1171986306871249,300,0.0,2.0,0.8,0.0,2.0,0.6,0.2,5500.0,1,0.0,max,max,0.0004193472306320777,51.262046943365384,0.25,10.0,18.0,59,1.0
167,Volta,70.0,0.5714285714285714,0.00015,0.0013333333333333333,0.025,1.1171986306871249,300,0.0,2.0,0.8,0.0,2.0,0.6,0.2,5500.0,1,0.0,max,mid_0,0.0004193472306320777,51.262046943365384,0.25,10.0,18.0,59,0.00015811388300841894
168,Volta,70.0,0.5714285714285714,0.00015,0.0013333333333333333,0.025,1.1171986306871249,300,0.0,2.0,0.8,0.0,2.0,0.6,0.2,5500.0,1,0.0,mid_0,min,0.0004193472306320777,51.262046943365384,0.25,10.0,6.0,90,2.5e-08
169,Volta,70.0,0.5714285714285714,0.00015,0.0013333333333333333,0.025,1.1171986306871249,300,0.0,2.0,0.8,0.0,2.0,0.6,0.2,5500.0,1,0.0,mid_0,max,0.0004193472306320777,51.262046943365384,0.25,10.0,6.0,90,1.0
170,Volta,70.0,0.5714285714285714,0.00015,0.0013333333333333333,0.025,1.1171986306871249,300,0.0,2.0,0.8,0.0,2.0,0.6,0.2,5500.0,1,0.0,mid_0,mid_0,0.0004193472306320777,51.262046943365384,0.25,10.0,6.0,90,0.00015811388300841894
171,Tokar,125.0,0.6,0.0010666666666666667,0.004,0.016,1.031098014917958,250,0.2,2.0,0.5,0.3,2.0,0.6,0.75,6000.0,1,0.0,min,min,4.106776180698151e-05,51.262046943365384,0.25,10.0,1.786752,26,2.5e-08
172,Tokar,125.0,0.6,0.0010666666666666667,0.004,0.016,1.031098014917958,250,0.2,2.0,0.5,0.3,2.0,0.6,0.75,6000.0,1,0.0,min,max,4.106776180698151e-05,51.262046943365384,0.25,10.0,1.786752,26,1.0
173,Tokar,125.0,0.6,0.0010666666666666667,0.004,0.016,1.031098014917958,250,0.2,2.0,0.5,0.3,2.0,0.6,0.75,6000.0,1,0.0,min,mid_0,4.106776180698151e-05,51.262046943365384,0.25,10.0,1.786752,26,0.00015811388300841894
174,Tokar,125.0,0.6,0.0010666666666666667,0.004,0.016,1.031098014917958,250,0.2,2.0,0.5,0.3,2.0,0.6,0.75,6000.0,1,0.0,max,min,4.106776180698151e-05,51.262046943365384,0.25,10.0,42.163199999999996,57,2.5e-08
175,Tokar,125.0,0.6,0.0010666666666666667,0.004,0.016,1.031098014917958,250,0.2,2.0,0.5,0.3,2.0,0.6,0.75,6000.0,1,0.0,max,max,4.106776180698151e-05,51.262046943365384,0.25,10.0,42.163199999999996,57,1.0
176,Tokar,125.0,0.6,0.0010666666666666667,0.004,0.016,1.031098014917958,250,0.2,2.0,0.5,0.3,2.0,0.6,0.75,6000.0,1,0.0,max,mid_0,4.106776180698151e-05,51.262046943365384,0.25,10.0,42.163199999999996,57,0.00015811388300841894
177,Tokar,125.0,0.6,0.0010666666666666667,0.004,0.016,1.031098014917958,250,0.2,2.0,0.5,0.3,2.0,0.6,0.75,6000.0,1,0.0,mid_0,min,4.106776180698151e-05,51.262046943365384,0.25,10.0,8.679584202391263,88,2.5e-08
178,Tokar,125.0,0.6,0.0010666666666666667,0.004,0.016,1.031098014917958,250,0.2,2.0,0.5,0.3,2.0,0.6,0.75,6000.0,1,0.0,mid_0,max,4.106776180698151e-05,51.262046943365384,0.25,10.0,8.679584202391263,88,1.0
179,Tokar,125.0,0.6,0.0010666666666666667,0.004,0.016,1.031098014917958,250,0.2,2.0,0.5,0.3,2.0,0.6,0.75,6000.0,1,0.0,mid_0,mid_0,4.106776180698151e-05,51.262046943365384,0.25,10.0,8.679584202391263,88,0.00015811388300841894
180,Ebro,120.0,0.5,0.00021,0.0020833333333333333,0.04,0.5675882184166557,100,0.25,0.0,0.9,0.5,2.0,0.6,0.5,7000.0,1,0.0,min,min,0.0002898275349237889,51.262046943365384,0.25,10.0,0.64,3,2.5e-08
181,Ebro,120.0,0.5,0.00021,0.0020833333333333333,0.04,0.5675882184166557,100,0.25,0.0,0.9,0.5,2.0,0.6,0.5,7000.0,1,0.0,min,max,0.0002898275349237889,51.262046943365384,0.25,10.0,0.64,3,1.0
182,Ebro,120.0,0.5,0.00021,0.0020833333333333333,0.04,0.5675882184166557,100,0.25,0.0,0.9,0.5,2.0,0.6,0.5,7000.0,1,0.0,min,mid_0,0.0002898275349237889,51.262046943365384,0.25,10.0,0.64,3,0.00015811388300841894
183,Ebro,120.0,0.5,0.00021,0.0020833333333333333,0.04,0.5675882184166557,100,0.25,0.0,0.9,0.5,2.0,0.6,0.5,7000.0,1,0.0,max,min,0.0002898275349237889,51.262046943365384,0.25,10.0,1062.0,34,2.5e-08
184,Ebro,120.0,0.5,0.00021,0.0020833333333333333,0.04,0.5675882184166557,100,0.25,0.0,0.9,0.5,2.0,0.6,0.5,7000.0,1,0.0,max,max,0.0002898275349237889,51.262046943365384,0.25,10.0,1062.0,34,1.0
185,Ebro,120.0,0.5,0.00021,0.0020833333333333333,0.04,0.5675882184166557,100,0.25,0.0,0.9,0.5,2.0,0.6,0.5,7000.0,1,0.0,max,mid_0,0.0002898275349237889,51.262046943365384,0.25,10.0,1062.0,34,0.00015811388300841894
186,Ebro,120.0,0.5,0.00021,0.0020833333333333333,0.04,0.5675882184166557,100,0.25,0.0,0.9,0.5,2.0,0.6,0.5,7000.0,1,0.0,mid_0,min,0.0002898275349237889,51.262046943365384,0.25,10.0,26.07067317888053,65,2.5e-08
187,Ebro,120.0,0.5,0.00021,0.0020833333333333333,0.04,0.5675882184166557,100,0.25,0.0,0.9,0.5,2.0,0.6,0.5,7000.0,1,0.0,mid_0,max,0.0002898275349237889,51.262046943365384,0.25,10.0,26.07067317888053,65,1.0
188,Ebro,120.0,0.5,0.00021,0.0020833333333333333,0.04,0.5675882184166557,100,0.25,0.0,0.9,0.5,2.0,0.6,0.5,7000.0,1,0.0,mid_0,mid_0,0.0002898275349237889,51.262046943365384,0.25,10.0,26.07067317888053,65,0.00015811388300841894
189,Shatt al-Arab,1500.0,0.3333333333333333,0.00022,0.00015,0.02,0.15965997142447463,700,0.11428571428571428,2.0,0.5,1.0,2.0,0.6,1.0,6000.0,1,0.24,min,min,0.0,51.262046943365384,0.25,6.708203932499369,0.09936,25,0.0011111111111111111
190,Shatt al-Arab,1500.0,0.3333333333333333,0.00022,0.00015,0.02,0.15965997142447463,700,0.11428571428571428,2.0,0.5,1.0,2.0,0.6,1.0,6000.0,1,0.24,min,max,0.0,51.262046943365384,0.25,6.708203932499369,0.09936,25,0.476
191,Shatt al-Arab,1500.0,0.3333333333333333,0.00022,0.00015,0.02,0.15965997142447463,700,0.11428571428571428,2.0,0.5,1.0,2.0,0.6,1.0,6000.0,1,0.24,min,mid_0,0.0,51.262046943365384,0.25,6.708203932499369,0.09936,25,0.02299758441421379
192,Shatt al-Arab,1500.0,0.3333333333333333,0.00022,0.00015,0.02,0.15965997142447463,700,0.11428571428571428,2.0,0.5,1.0,2.0,0.6,1.0,6000.0,1,0.24,max,min,0.0,51.262046943365384,0.25,6.708203932499369,3.3333333333333335,56,0.0011111111111111111
193,Shatt al-Arab,1500.0,0.3333333333333333,0.00022,0.00015,0.02,0.15965997142447463,700,0.11428571428571428,2.0,0.5,1.0,2.0,0.6,1.0,6000.0,1,0.24,max,max,0.0,51.262046943365384,0.25,6.708203932499369,3.3333333333333335,56,0.476
194,Shatt al-Arab,1500.0,0.3333333333333333,0.00022,0.00015,0.02,0.15965997142447463,700,0.11428571428571428,2.0,0.5,1.0,2.0,0.6,1.0,6000.0,1,0.24,max,mid_0,0.0,51.262046943365384,0.25,6.708203932499369,3.3333333333333335,56,0.02299758441421379
195,Shatt al-Arab,1500.0,0.3333333333333333,0.00022,0.00015,0.02,0.15965997142447463,700,0.11428571428571428,2.0,0.5,1.0,2.0,0.6,1.0,6000.0,1,0.24,mid_0,min,0.0,51.262046943365384,0.25,6.708203932499369,0.5754997827975264,87,0.0011111111111111111
196,Shatt al-Arab,1500.0,0.3333333333333333,0.00022,0.00015,0.02,0.15965997142447463,700,0.11428571428571428,2.0,0.5,1.0,2.0,0.6,1.0,6000.0,1,0.24,mid_0,max,0.0,51.262046943365384,0.25,6.708203932499369,0.5754997827975264,87,0.476
