,gamma,L,S_s,bc_res,t_start,t_end,trpt,trpv,D_m,C_f,C_s,dx,dy,nz
fix,0.025,200000,6.309573444801929e-05,10.0,12,0,0.1,0.01,8.64e-05,0.0,35.0,1000,1000,100
